TF,target,score
SPIB,LHFPL5,0.6255446942834046
MYOCD,SCNN1A,0.6255401089703938
SCD5,LMLN,0.6255028032866626
SP100,SLC1A2,0.625495808067158
SP100,GP2,0.6254934828585871
SHOX2,TNC,0.6254925408260252
NFKBIA,OXTR,0.6253925035618977
CRX,WDR17,0.6253793308138313
ID1,HAPLN1,0.6253750598988439
CRX,DSG3,0.6253644947276369
SHOX,ANKRD36B,0.6252322158401775
SMAD2,ERCC-00136,0.625213074735659
ID3,HSPE1,0.625181570628932
CRX,C15orf2,0.6251471480781634
IRF1,METTL20,0.6251388053332068
SCD5,CCL5,0.6251222418207035
PRDM1,MAP1B,0.6251216764834059
PRDM1,S1PR3,0.6251136839228341
SCD5,RNF212,0.6250840394443121
POU2AF1,SAA2,0.6250381002891491
PGR,MYCT1,0.6249630688235969
RBL1,DAND5,0.6249347836168699
SP100,BCL2L15,0.6249248889222563
SPIB,FBXL18,0.6249134522204897
CRX,CXorf38,0.6248919834749657
MAFF,PBOV1,0.624888913728633
SP100,TNFAIP8L1,0.6248491589855598
SP100,ZFP14,0.6247805046134267
IRF1,ATAD3C,0.6247011420965154
PPARA,ZNF793,0.6246817130229937
SHOX2,CFLAR,0.6246229588415525
NANOG,CYP26A1,0.6246082388086588
PRDM1,CRABP1,0.6244631303374321
SPIB,ZNF527,0.6244390807344042
SP100,RHD,0.6244262504883404
MAFF,RAB42,0.6244223815307531
IRF1,C14orf178,0.6243759616676969
PRDM1,CAMK2D,0.6243644486126861
RBL1,IL12RB1,0.62434683967399
SHOX,MPL,0.6243410179440531
SMAD2,ORC4,0.6243066113558898
SHOX,GK5,0.6242922798392334
SCD5,BEND2,0.624289550654872
SPIB,HAVCR2,0.6242714604639202
CRX,PCDHA9,0.6242481253827169
NFKBIA,CLDN7,0.62423733946992
ATRX,KLRD1,0.624234903680168
CRX,PCDH11Y,0.624232137796017
ATRX,NXNL2,0.6242188017754624
CRX,C14orf182,0.6242072664528435
CRX,BMP8B,0.6241860023252445
POU2AF1,ALPK2,0.6241788462954933
CRX,GALNT6,0.6241783613850083
PRDM1,TMSB10,0.6241628235963914
POU2AF1,RFPL2,0.6241408870900269
CRX,PPARA,0.624140234980794
PPARA,CRX,0.6241402349807939
HIF3A,SIGLEC10,0.6241326073575856
SP100,ERN2,0.6241264566767042
SOX2,CRABP1,0.624120205387248
IRF1,RHD,0.6240164836957312
SHOX,DSG3,0.6239692543383106
SHOX2,FREM1,0.6239471620572816
SP100,ZC3H6,0.6239375405982918
SCD5,H6PD,0.6239094707412566
CRX,LDHAL6A,0.6239081653712409
PGR,GYPB,0.6239014700739568
POU2AF1,MT-ND6,0.6239008812878786
SP100,CCL16,0.6238841010457552
SHOX,C1orf150,0.6238611081831863
IRF1,GALNT6,0.6238593914867016
IRF1,ARSA,0.6238585937136846
SPIB,KLRG1,0.6238562651737637
IRF1,PLEKHH2,0.6238489853562672
CRX,ACSL6,0.623828759733584
SP100,MCOLN3,0.6238167153043089
MDM4,XAF1,0.623814107243758
SHOX,DOPEY2,0.6238119458215428
POU2AF1,NCAM1,0.623781051932313
IRF1,ZNF70,0.6236757284961612
POU2AF1,PDE6A,0.623667593734037
NFKBIA,FREM1,0.6236621220878713
SHOX,ABHD15,0.623624691563011
CRX,TNFSF14,0.6236163934041103
SHOX,MED18,0.6236049634137054
IRF1,RASGRP4,0.6235955909298051
SHOX,WHAMM,0.6235797103569175
SCD5,FUT2,0.6235491547846752
PRDM1,CD48,0.6235398988133517
CRX,AIM1,0.623538812875237
SHOX,C3orf27,0.6235003742550963
PTMA,GYPB,0.6234658512333957
SCD5,MTRNR2L5,0.623451216129203
RBL1,TMEM236,0.623417219389843
SHOX,ERCC-00111,0.6234087179971262
IFI16,GLIPR2,0.6233049761918047
KLF8,CLDN7,0.6232809507005483
SP100,IQCF3,0.6232317099733728
PPARA,C20orf203,0.6232311975840867
IRF1,ZNF528,0.6232164444414012
POU2AF1,ERCC-00002,0.6232073467963576
SHOX,SLCO1A2,0.6231753762874693
CRX,KIAA1919,0.6231538340006403
POU2AF1,POTEM,0.623130700449875
SPIB,SLC16A4,0.6231276707900278
SPIB,SLC4A1,0.6231201234018171
IRF1,AIM1,0.6230711470505221
GCM1,SPN,0.6230281472669983
PPARA,ATCAY,0.6230185428113858
SHOX,ERCC-00060,0.6230116178830248
SP100,RINL,0.6230007640941713
SHOX,ZNF674,0.6229293885806848
CRX,AFF3,0.6229081757532872
IRF1,C20orf203,0.6228692287962242
SP100,ERCC-00002,0.622853933177356
IRF1,MPP7,0.6227768845596563
ID1,DCLK1,0.6227590154674705
SP100,ZNF667,0.622689554830611
SCD5,BHMT2,0.622689537026685
SHOX2,DKK4,0.6226812456075851
IRF1,TMEM17,0.6226716893623947
SHOX,RG9MTD3,0.6226363598918195
PPARA,RAX2,0.6226310927413963
SCD5,GAPT,0.6225715210514059
NFKBIA,HOOK3,0.6225611294662371
MAFF,NWD1,0.6225090793251111
RBL1,TLCD2,0.6224995061390072
IRF1,SPINLW1,0.6224784892412173
SP100,KIAA1377,0.6224781921638067
SCD5,GBP5,0.6224570737305855
NFKBIA,ANGPT2,0.6224538616860166
SHOX2,HS3ST3A1,0.6223790154077091
CRX,GDPD1,0.6223739326747942
POU2AF1,C8orf80,0.622349259803744
GATA6,NFKBIA,0.6223146385458825
NFKBIA,GATA6,0.6223146385458825
CRX,ELMOD1,0.6222567467044996
MAFF,SLC14A2,0.6222368910526871
SP100,ADRA1A,0.6222149955342091
SOX2,ADD2,0.6222115820719931
SP100,PLEKHA5,0.6222066199854619
POU2AF1,COLEC12,0.622186299439966
CRX,TRIM7,0.6221778729021381
MAFF,ZNF716,0.6221685750515747
IRF1,SP100,0.6220398361553416
SP100,IRF1,0.6220398361553415
NFKBIA,CPE,0.6220304624629457
SHOX2,ADD2,0.6220256857736939
SPIB,APOL1,0.6220191000125311
SPIB,SIRPB2,0.6220026906712507
PPARA,LOC100130451,0.6219908165317378
SHOX,ERCC-00108,0.6219583256234505
NFKBIA,PROM1,0.6219413446323571
IRF1,LHFPL5,0.6219173190801118
SPIB,CASP14,0.6219085264893316
CRX,ATAD3C,0.6219076371794177
RBL1,SIGLEC10,0.6218478857451338
NFKBIA,CD48,0.6218448362308107
SOX5,ST8SIA4,0.6218081534970394
IRF1,GTF2H2C,0.6217769116935707
SHOX,UPK1B,0.6217605449906318
POU2AF1,DNAJC15,0.6216917399912285
ID1,MAP1B,0.6216791739597387
OTX2,SERHL2,0.6216003438431156
SPIB,PLEKHH2,0.6215955212688641
SCD5,KIAA1324,0.6215862000746003
ATRX,ALPK1,0.6215646724542442
IRF1,APOBEC3A,0.621538594652141
IRF1,GALNTL2,0.6214836355621491
SP100,ZNF528,0.6214519892162556
PRDM1,DUSP4,0.6214454009339078
HIF3A,LOC100130451,0.6214167336538114
POU2AF1,SPN,0.6214126736506381
KLF8,SERINC5,0.6214013356771512
IRF1,AIPL1,0.6213604692365
SPIB,FGF5,0.6213580597335662
CRX,C1orf49,0.6212107279358122
ATRX,HTRA4,0.6211744379286221
CRX,UBOX5,0.6211369726520717
MAFF,CACNG8,0.6211222064541638
NFKBIA,HSPA8,0.6210621305898104
POU2AF1,NLRP12,0.6210454213412369
POU5F1,ADD2,0.6209843254405834
SCD5,USP33,0.6209646760699541
MAFF,LOC646851,0.6209015883844433
SPIB,HSD17B13,0.6208997741239531
HIF3A,SPINLW1,0.6208845380948657
IRF1,CHST5,0.6208811861912866
CRX,AKAP5,0.620868823920344
SHOX,ADH4,0.6208628429116686
KLF8,SHOX2,0.6208228670310024
SHOX2,KLF8,0.6208228670310024
NPM1,HMGB1,0.620811717932209
RBL1,CPM,0.6207858344217142
SHOX,RASA4,0.6207658454856321
SP100,RNF212,0.6207498163422513
MAFF,POLH,0.6207287135035535
SMAD2,XAF1,0.6207201020983848
SMAD2,ERCC-00130,0.6207115913853662
SCD5,RNF213,0.6206712310039515
IRF1,LRRC25,0.6206616469097938
NFKBIA,FZD7,0.6206594860889638
CRX,PPEF2,0.620658460112645
SOX2,NRP2,0.6206410884754504
SP100,CRTAM,0.6206343629979109
NANOG,GNG11,0.6206227592335377
SCD5,KIAA1377,0.6205955607810945
SHOX,ZNF696,0.6205780278461713
SP100,LRRC2,0.6205585968478694
CRX,XKR9,0.6205344088936846
SCD5,RBM43,0.6204827222688427
SHOX2,TOMM7,0.6204655038831812
CRX,NRIP3,0.6204504748707662
NFKBIA,SCNN1A,0.6204089343976918
SOX2,COLEC12,0.6203914087865501
NANOG,CYP2S1,0.6203853677972216
SCD5,RPL37,0.6203850956580284
SCD5,CCDC144A,0.6203589257309382
SMAD2,ERCC-00002,0.6202803451677164
CRX,ASTN2,0.6202562920650776
SOX2,SHANK2,0.6202250597662421
SMAD2,SPINLW1,0.6201851450772278
CRX,ORC4,0.6201840046886374
SP100,LAIR1,0.6201802425621066
SPIB,IRAK4,0.6201429285520301
SOX2,GRPR,0.6201338760421374
SCD5,RPL35A,0.6200886068870949
SHOX2,GNG11,0.6200884658193143
SMAD2,RPL37,0.6200477770946156
CRX,DNASE1,0.6200237134448228
OTX2,ANGPT2,0.6200231174082557
POU2AF1,KLRD1,0.6199827690005748
SHOX2,PIK3R5,0.6199484410747017
HIF3A,C20orf203,0.619870115096045
SCD5,EFCAB5,0.6198693305681539
EOMES,CDH2,0.6198559791930528
SPIB,DDX51,0.6198191101817586
SHOX,MILR1,0.6197706082804528
SPIB,ATP1B4,0.6197578609909226
CRX,ZNF665,0.6197002643007479
NPM1,RHAG,0.6196566101863712
GCM1,SIGLEC10,0.6196495862565726
MAFF,SLC24A4,0.6196347788564793
PPARA,GPR82,0.619555939948025
EOMES,APOBEC3G,0.6195444062479845
SCD5,PLXDC1,0.619535335325073
SHOX2,CRABP1,0.619479639550702
POU2AF1,H1F0,0.6194756367451886
SPIB,PCDH11Y,0.6194399239582733
SHOX,PPP1R12B,0.6193494397001535
PPARA,FUT6,0.6193098152210689
SHOX,PCDHB9,0.6193079566027618
IRF1,C9orf66,0.6192858726021566
NFKBIA,JAKMIP1,0.6192312968662631
IRF1,ZC3H12B,0.6191396817882932
SCD5,VSTM4,0.6191324916210632
CRX,PAPLN,0.6190495284826145
CRX,OR11A1,0.6189691420753601
HIF3A,TNFRSF9,0.618957134510024
POU2AF1,DUSP4,0.6189425202747196
SHOX,UPK3B,0.6189367707514948
SHOX2,NRP2,0.6189319403318424
LIN28A,ERCC-00113,0.6189195321600738
SHOX,PEX26,0.6189139077882105
NANOG,LHX1,0.6189081755875704
IRF1,CLMN,0.6189058560710492
SHOX,NFAM1,0.6188793318870818
SOX2,PRTG,0.6188702899536844
SP100,TRIM66,0.6188696879585251
LMX1B,CD84,0.6188691074494782
POU5F1,KLHL6,0.6188447665111227
PPARA,ZYG11A,0.6188078884744876
ID3,COL5A2,0.6187597046713162
SOX5,GYPB,0.6187292472917244
CRX,CXCL16,0.6186375472389162
SOX2,AK4,0.6185888340975736
NPM1,IFITM3,0.6185748088359014
ATRX,ZNF471,0.6185302300709106
CRX,DGKB,0.6185192351785155
SOX5,SERHL2,0.6184818517204632
CRX,UTY,0.6184540378028659
POU2AF1,FAM122C,0.6184426087227708
ATRX,SAA2,0.6184187304262562
SPIB,PIWIL2,0.6183872935305446
IRF1,KIAA1377,0.6183697952665487
SCD5,ERCC-00113,0.6183669995425496
SP100,INMT,0.6183641592995217
SPIB,PNMA2,0.6183200796113696
POU2AF1,SHOX,0.6182966621587618
SHOX,POU2AF1,0.6182966621587618
MYOCD,CER1,0.6182497449006344
PGR,ST8SIA4,0.6182353090458752
ID2,CD99,0.618204977009306
HIF3A,FCAR,0.6181016933743249
EOMES,CHL1,0.618080465819713
SP100,PAPLN,0.6180378792764515
SMAD2,MAP1B,0.6179842103189045
CRX,GTF2H2C,0.6179533577900521
SCD5,PLEKHA5,0.6179491178785089
PPARA,CCBE1,0.617926223607004
SHOX,LOC100130890,0.6179227617670119
SHOX,RNF213,0.6179164942080407
SHOX2,IRX3,0.6179145867850337
PRDM1,CHL1,0.617910836035382
GATA6,SERPINE2,0.6178965914051614
NPM1,CPE,0.6178370673439403
IRF1,LILRA5,0.6177990817939192
CRX,TECRL,0.6177640180726929
IRF1,ENPP6,0.6177411384829025
RBL1,CABP4,0.6177198425428089
NANOG,DCLK1,0.6176624600544587
PPARA,FUT2,0.6176171756760508
SOX2,ITGA5,0.6176159101568325
NPM1,CDH2,0.6175887052519983
SPIB,CHST6,0.6175757353793336
SP100,ZNF527,0.6175580862190619
CRX,MILR1,0.6174212686139187
ID1,PKM2,0.6174147028255471
IRF1,CXCL16,0.6173570132136436
IRF1,HPSE,0.6173505065828989
IRF1,LOC100130451,0.6173340280191475
CRX,ALS2CR8,0.6173188883771306
SOX5,DKK4,0.6173142770293406
NFKBIA,ESRP1,0.6172966915700059
PPARA,CCDC125,0.6172461434108324
SHOX,TAF8,0.6172267996401153
IRF1,GLIPR1L2,0.6172036283800668
SCD5,CHP2,0.6171503480309114
POU2AF1,CCDC148,0.6171334097833067
SHOX,DNAJB7,0.61708440771325
SOX5,APOL6,0.6170821632218247
POU2AF1,MCCC1,0.6169783590275247
CRX,IL2RA,0.6169557437484046
IRF1,HCAR1,0.61685005994647
PPARA,XAF1,0.6168476850536555
SHOX2,CLSTN2,0.6168451504861377
CRX,CHRNB1,0.6168323279169825
RBL1,GP6,0.6168302931125449
SCD5,FCGR2B,0.6168116203668615
NFKBIA,ELMO1,0.6167776519207017
SPIB,P2RX7,0.6166786165131708
SPIB,CCR6,0.6166560857539489
SPIB,EPHA10,0.6166034298956362
EOMES,GATA6,0.6165902414452704
GATA6,EOMES,0.6165902414452704
SCD5,RPS17,0.616556222972662
SCD5,RPS17L,0.616556222972662
MAFF,GSDMA,0.6165515794264564
ID3,STC1,0.6165084059836201
IRF1,C14orf105,0.6164759902977245
NANOG,ADD2,0.6164707846358333
PPARA,GBP6,0.6164325936948903
CRX,DMBX1,0.6164144220202435
PPARA,GRM6,0.6164124221159497
SHOX2,POLR3G,0.616390651431036
MAFF,DAND5,0.6163830106941832
SHOX,DCAF11,0.6163596185505574
IRF1,UTY,0.6163346397269766
SCD5,ANGPT2,0.616332768127969
KLF8,LEPREL1,0.6163030946829156
SCD5,TLR10,0.6163026719997595
IRF1,TMEM212,0.6162937851088549
CRX,SHISA9,0.6162912798421268
ID3,GYPA,0.6162603715695296
PPARA,C9orf64,0.6162399239312005
SP100,C12orf77,0.61623988385103
LMX1B,NLRP12,0.6161751995808856
SPIB,SIGLEC8,0.6161585587324301
POU5F1,AP1M2,0.6161304027090381
NPM1,CER1,0.616092304639621
SCD5,CCBP2,0.6160715288697509
NPM1,ARL4D,0.6160334524071859
SHOX,C17orf77,0.6160080471531401
MAFF,CPA4,0.6160028200729258
IRF1,NRIP2,0.6159758295871847
IRF1,TRAF3IP2,0.615971486565573
MYCN,TMSB10,0.6159449007570473
SP100,CCBE1,0.6159066997047887
POU2AF1,ERCC-00004,0.6158421311062618
HIF3A,ARGFX,0.6158131792014827
CRX,AKR1D1,0.6157924112493249
MDM4,ZNF471,0.615765403799091
SCD5,ZNF713,0.6157561472298405
POU5F1,ST8SIA4,0.6157273482283109
CRX,TLR7,0.6156989773846124
HIF3A,LHFPL5,0.615685934442103
CRX,TET2,0.6156834675907259
SCD5,IQCF3,0.6156053375449915
HIF3A,C2orf91,0.6155961090118011
SHOX,NOX4,0.6155460652651181
IRF1,KCP,0.6155228559146645
CRX,STAC2,0.6155219887423623
CRX,DFFB,0.6154205059619215
SHOX,AGMO,0.6154112449743494
TLE3,WNT5A,0.6154087447902445
SPIB,RAX2,0.615339026217813
SPIB,LRRC25,0.6153152066349801
POU2AF1,SLCO2A1,0.6152899147312009
IRF1,PCDHA9,0.6152825161795744
PPARA,RBM43,0.615259932929705
PPARA,BEND2,0.6152285276974256
CRX,PRND,0.6151904206676981
PRDM1,KLHL6,0.6151799761033824
SKIL,TLK1,0.6151604805518891
SP100,TNFAIP8L3,0.6150937909827676
SCD5,KCNJ5,0.6150834507279441
SPIB,DUSP19,0.615046998176182
SPIB,POTEM,0.6150196906215722
CRX,CHRM3,0.6150116684786663
SCD5,PROM2,0.6149981424200951
PPARA,GGT6,0.6149660585730107
IRF1,ZKSCAN3,0.6149543355424416
SCD5,BMP8A,0.6149145429037022
SCD5,OXTR,0.6148506915577184
SPIB,NRSN1,0.6148044519001065
ID2,SERINC5,0.6147733492137948
POU5F1,CDH2,0.6147603250281227
KLF8,FEZ1,0.6147382013276894
CRX,C1orf210,0.6147301066709866
MAFF,GBP6,0.6147140169493014
SCD5,GNAT1,0.6146845925706332
PPARA,LYZ,0.6146457016469784
MYOCD,CLDN7,0.6146138063036283
SP100,WNT7B,0.6146054075406755
KLF8,DUSP4,0.6145634335012488
SPIB,AP4S1,0.6145606950744411
POU5F1,LECT1,0.6144227568385712
SHOX2,DCLK1,0.6144217741131506
IRF1,PPIL6,0.6144131449724506
IRF1,TLR7,0.6144005223399439
MYOCD,GRHL2,0.6143943330286981
SP100,FAM73A,0.6143706888842836
CRX,ANKLE1,0.6143697900226144
NANOG,APOBEC3G,0.6143192751597885
PPARA,TNFAIP8L1,0.6143175940111407
PPARA,ZNF471,0.6143088517284059
MAFF,CCDC125,0.6142934974695252
OTX2,SERINC5,0.6142915687816123
SHOX,G6PC,0.614258167025503
SHOX2,GYPA,0.6142381359567308
SCD5,ZC3H6,0.6142279919647866
ENO1,RPL3,0.6142112168208345
SHOX2,SERINC5,0.6141980147082953
PGR,SERINC5,0.614181488206819
SMAD2,ERCC-00096,0.6141721576283751
SPIB,HSD3B7,0.6141641912780823
CRX,STEAP4,0.6141605112144606
SP100,CC2D2A,0.6141021767673667
LMX1B,PDE6A,0.6141018233678575
SCD5,MEFV,0.6140810355704003
MAFF,PAPL,0.6140790808492037
CRX,APOLD1,0.6140144461312582
CRX,STX11,0.6140067542991265
IFI16,RHOBTB3,0.6140038016522524
SHOX,EEF2K,0.6139547886300482
SCD5,NMNAT1,0.6139489832243931
SP100,IL28RA,0.6139238809225308
SPIB,AIM1,0.6138937312845555
SCD5,PLEKHH2,0.6138873499387268
IRF1,STAC2,0.613878716705619
SOX5,MYCT1,0.6138561350032099
SCD5,DUXA,0.6138272992095768
IRF1,PLXDC1,0.6138174864594251
SCD5,ATCAY,0.6137809118457536
SHOX2,EPCAM,0.6137612338958841
SCD5,ERCC-00043,0.6137524356807292
IRF1,APOLD1,0.6137416333614252
MYOCD,PLXNA2,0.6137248732105536
CRX,ZNF850,0.6136917960109222
SCD5,IRAK4,0.6136679094185241
SPIB,RBM43,0.6135450828755292
SHOX2,CNTNAP2,0.6135041224507107
CDX1,GLIPR1L1,0.6134899680545967
SPIB,TMEM130,0.6134859898667235
CRX,SULT2A1,0.6134239136402613
IRF1,LAX1,0.613372353736327
IFI16,LIFR,0.6133665237399872
SHOX,ERCC-00136,0.6133638958138957
ATRX,POTEM,0.6133279021892795
PPARA,ZNF829,0.6133218265852809
SOX2,SYT6,0.6133033551190331
PPARA,POTEM,0.6132695911781378
POU2AF1,TMEM236,0.6132169489390206
SCD5,FAM92B,0.6131675380083444
SPIB,NRIP2,0.6131338932022377
SCD5,MAGEA10,0.6130949331902487
SMAD2,ERCC-00060,0.6130835230144193
POU2AF1,BNIP3,0.6130627525708637
NPM1,CD48,0.6130178461628107
SP100,IRAK4,0.6129838485050619
NANOG,SHOX2,0.6128952397769792
SHOX2,NANOG,0.6128952397769791
POU5F1,ASNS,0.6128634096167085
SP100,CCDC144A,0.6128418404376879
IRF1,ZNF665,0.6128031951998236
PRDM1,PMAIP1,0.6127608361879662
CRX,CA5B,0.6127405753749763
IRF1,PARK2,0.6127190516086535
PRDM1,AP1M2,0.6126879681525685
CRX,OTUD6A,0.6126816716264994
SHOX,CHDH,0.6126730223268145
CRX,TRAF3IP2,0.6126628231682023
CRX,PCDHB9,0.6126558809321719
SCD5,C15orf54,0.6126123151745242
SPIB,EXPH5,0.6125531893077832
CRX,GALNTL2,0.6125480936424728
SMAD2,ERCC-00113,0.6125260951947923
CRX,C4orf26,0.6125051147021345
LMX1B,SHOX,0.6124999854761761
SHOX,LMX1B,0.6124999854761761
ATRX,LOC100130451,0.6124877472161013
CRX,ZFP14,0.6124203202703637
CRX,EFCAB5,0.6124042990646721
SP100,MTRNR2L5,0.6123906241781751
PPARA,C12orf77,0.6123552511289324
NFKBIA,OTX2,0.6123366956972897
OTX2,NFKBIA,0.6123366956972897
SHOX,TRIM14,0.6123054010638388
SHOX,YPEL1,0.6122392006753883
IRF1,TNFSF14,0.6122271229159195
OTX2,KLHL6,0.6122248247027482
SP100,FAM18B2,0.6122229429842833
IRF1,TSHZ2,0.6122135602975775
SP100,SULT2A1,0.6121566285271524
GATA6,DNAJC15,0.6121535572357186
SMAD2,ERCC-00042,0.6121508630979078
SHOX,SHROOM1,0.6121496826769842
TBX3,HAND1,0.6121430429881806
CRX,C17orf101,0.6121283095833944
CRX,MOG,0.6120819368652759
SHOX2,CYP2S1,0.6120810976890453
MDM4,ODF2L,0.6120334931914445
PPARA,PLXDC1,0.6120213164096667
PPARA,NWD1,0.6120203392293297
SP100,LRTOMT,0.6119988771821515
GATA6,SFRP2,0.6118948910012544
ID3,RAB3B,0.6118940719613009
PPARA,GSDMA,0.611870321129318
IRF1,C17orf101,0.6118446557951946
SHOX,TRPV1,0.6117621564312947
CRX,H6PD,0.6117368622987754
CRX,WHAMM,0.6117284620782781
IRF1,MARVELD3,0.611720033237083
NFKBIA,S1PR3,0.611703932621317
OTX2,GYPE,0.6116762712304074
POU2AF1,POU5F1B,0.6116490439674537
PRDM1,CD99,0.6116325227877909
SOX2,ADAM19,0.6116208365879569
SP100,GDPD1,0.6116127168821566
PPARA,LHFPL5,0.6115902433688974
CRX,GSDMC,0.6115836385016218
SCD5,CPN2,0.6115688730505381
MYOCD,LGR5,0.6115522889009449
MAFF,F2RL3,0.6115444996064618
SP100,MAP3K13,0.6115344995301084
OTX2,SHOX2,0.6115304164240407
SHOX2,OTX2,0.6115304164240407
SP100,APOLD1,0.6114957205094008
SPIB,EFCAB5,0.6114449232101019
SHOX,PLAC8,0.6114383102647591
PPARA,TNFAIP8L3,0.6114047864231977
POU5F1,MGST1,0.6112626759894741
PPARA,FGF5,0.6112606446935985
NPM1,SERPINB9,0.611246847328559
POU2AF1,RNF213,0.6111749327101548
POU5F1,SHOX2,0.6111663729421953
SHOX2,POU5F1,0.6111663729421953
PPARA,XKR5,0.6111480733074856
SHOX,SPAG6,0.6111223540044155
SHOX,ERCC-00092,0.6110853234096475
POU5F1,CER1,0.6110562659205384
SP100,KCNK3,0.6110285195643809
CRX,CCL28,0.6110035757437908
SCD5,GBP6,0.6108969301621304
IRF1,C2orf91,0.6108890736958227
SOX2,LCK,0.6108806938580326
LMX1B,TLCD2,0.610876768574167
POU2AF1,GLIPR1L1,0.6108381706258197
PPARA,NMNAT1,0.6108239365908386
SHOX,MRI1,0.6108184434175936
NPM1,RAN,0.6107597867739986
SCD5,OPA3,0.6107434122560863
PTMA,SERBP1,0.6107281704617122
PRDM1,APOBEC3F,0.6107231178192934
SKIL,DPYSL2,0.6106854627712688
SCD5,RINL,0.6106788613601151
SP100,ERCC-00111,0.6106270094910097
SPIB,GFOD2,0.6106195563652609
SP100,CASP14,0.6106098207394088
MDM4,L2HGDH,0.6106095635970881
IRF1,KLB,0.6106025110851457
MAFF,RINL,0.6106008037776084
SP100,FAM123C,0.6105716663160846
NANOG,SEMA6A,0.6105571119706851
PPARA,SEC14L4,0.6105499134042552
SNAI2,HAND1,0.6105454293203911
SHOX,TCTA,0.6105360138514185
SHOX,KCNJ11,0.6105275798563381
CRX,CLMN,0.6105247142375467
PRDM1,SCNN1A,0.6105173796364826
ZIC2,C6orf99,0.6105121297146489
SP100,AFF3,0.610508051890776
SP100,SLC4A1,0.6104502138240231
NFKBIA,WBP5,0.610427282346415
PPARA,GBP4,0.6104180429300898
IRF1,C1orf210,0.6104064181249802
SMAD2,APOL6,0.6103749366152568
SHOX,CYP20A1,0.610371347616703
CIITA,FCAR,0.6103346452003322
SCD5,TNFAIP8L1,0.6103328741659991
POU2AF1,TOMM7,0.6103310477280042
IRF1,SCN3B,0.610318026189668
HIF3A,C21orf62,0.61031032912018
SMAD2,NXNL2,0.6102789807429156
SHOX,DSC1,0.610267371862362
NFKBIA,VIM,0.6102642654347945
POU2AF1,LIFR,0.6102508197568334
SP100,RPL26,0.6102476358572608
PPARA,VSIG1,0.6102211124535232
SHOX2,ABRACL,0.6102172978224005
SKIL,AEBP2,0.6101812662071915
SHOX,MAP1LC3C,0.6101755017083035
SPIB,NDST3,0.610174045217094
EOMES,NFKBIA,0.6101585180921177
NFKBIA,EOMES,0.6101585180921177
PPARA,CFLAR,0.6101563283540419
MAFF,HTR3B,0.6101558866533305
IFI16,ERBB4,0.6101412656981771
GATA4,APOBEC3G,0.6101256858752114
SPIB,C14orf182,0.6101201650314716
CRX,TSHZ2,0.6101061136714282
SP100,RPL32,0.6100989579888446
PRDM1,CLDN7,0.6100871124668495
NANOG,VSNL1,0.6100601626488906
IRF1,TMEM45B,0.6100546984033133
MAFF,TRIM58,0.6100129345744802
POU2AF1,ESRP1,0.610007058978395
GCM1,IL12RB1,0.6099753612228254
KLF8,SFRP2,0.609963881028537
PRDM1,AGL,0.6099381412996907
SCD5,MLANA,0.6099177191426618
MAFF,KREMEN1,0.6099050811050423
CRX,C11orf70,0.6098898434552972
SP100,TMEM130,0.6098729038915431
SP100,GFOD2,0.6098713778600932
SP100,TMC7,0.6098701909875736
SPIB,SPINLW1,0.6098409831570147
HIF3A,KLRD1,0.6098066227639102
NFKBIA,ADD2,0.6097694172327831
LMX1B,SPN,0.6097604742117115
SCD5,FAM122C,0.6097562335001129
POU5F1,NRP2,0.6097425722008593
POU2AF1,IRX3,0.6097346129133574
GCM1,ARGFX,0.6096742631173487
CRX,SCML4,0.6096696943738581
HIF3A,GBP4,0.609668842107942
EOMES,APOL6,0.609653010583644
SP100,OR51E2,0.6096076699231789
CRX,NYAP2,0.6095763884168541
SHOX2,AP1M2,0.6095736815812163
PPARA,ODF2L,0.6095241132316112
SP100,ERCC-00095,0.6095129953407888
PPARA,SCN3B,0.6094667335427788
IFI16,POU2AF1,0.6094597976803824
POU2AF1,IFI16,0.6094597976803824
LMX1B,ANKS4B,0.6094209764680891
IFI16,LGR5,0.609419967150641
SHOX,LAMP3,0.6093696224020398
PPARA,ZNF785,0.6093403460191837
SCD5,C9orf64,0.6093290588219413
PGR,APOBEC3G,0.6092801880069108
TBX3,APLNR,0.6092797128298442
SHOX,IDO1,0.6092420670032828
SHOX,SCAMP4,0.6091641033841454
SP100,WDR5B,0.6091608627520662
NFKBIA,MRPL22,0.6091422291715038
IRF1,LILRB3,0.6091364507007149
IRF1,MOG,0.6090995365517415
PRDM1,GYPA,0.6090748414634212
POU2AF1,SFRP2,0.6090691867961521
HIF3A,NLRP12,0.6090573539715322
RBL1,PDE6A,0.6090562633335025
SHOX,ERCC-00076,0.6089947618693042
IRF1,ZFAT,0.608966456341486
MAFF,DNAJC22,0.6089494460264537
SP100,ZNF480,0.6089230679300878
PPARA,CYP4V2,0.6089155410246877
NFKBIA,ITGA5,0.6088932708919328
MAFF,SIGLEC8,0.6088370353445055
HIF3A,SP100,0.6088040013635181
SP100,HIF3A,0.608804001363518
POU2AF1,SLIRP,0.6087769030458817
HIF3A,CXorf36,0.60869605867918
PPARA,FBXO27,0.608682067817149
MYOCD,ESRP1,0.6086813819281837
SHOX,CDHR3,0.6086596046881226
ID1,POU5F1B,0.608644341157224
ATRX,F5,0.6086072478482019
MDM4,TMEM212,0.6084791660989544
PPARA,GP2,0.6084693334138344
